15:10:42.215 sms [Thread-3] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7d417077: startup date [Fri Dec 07 21:27:54 CST 2018]; root of context hierarchy
21:07:52.893 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/inspection/addInspectionResult]}" onto public com.example.demo.util.Result com.example.demo.controller.InspectionController.add_InspectionResult(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.Long,java.lang.String,java.lang.String)
21:07:52.894 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/permiss/modifyPassword]}" onto public com.example.demo.util.Result com.example.demo.controller.PermissionController.modifyPermiss(java.lang.Long,java.lang.String)
21:07:52.897 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/permiss/checkPassword]}" onto public com.example.demo.util.Result com.example.demo.controller.PermissionController.checkPermiss(java.lang.Long,java.lang.String)
21:07:52.897 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/permiss/modifyRole]}" onto public com.example.demo.util.Result com.example.demo.controller.PermissionController.modifyRole(java.lang.String,java.lang.String)
21:07:52.900 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/complaint]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getStaffsList(java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.901 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/getInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getInspection(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.901 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/maintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.addRepair(java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.901 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/getMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getMaintenance(java.lang.String,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.902 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/getMaintenanceTable]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getMaintenanceTable(java.lang.String,java.lang.Long) throws java.lang.Exception
21:07:52.902 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/confirmMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.confirmMaintenance(java.lang.String,java.lang.Long) throws java.lang.Exception
21:07:52.902 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/getInspectionTable]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getInspectionTable(java.lang.String,java.lang.Long) throws java.lang.Exception
21:07:52.902 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/confirmInspection]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.confirmInspection(java.lang.String,java.lang.Long) throws java.lang.Exception
21:07:52.903 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/login],methods=[POST]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.postlogin(java.lang.String) throws java.lang.Exception
21:07:52.904 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/wxapp/login2],methods=[POST]}" onto public com.example.demo.util.Result com.example.demo.controller.WeixinController.getlogin(java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.905 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/getDevices]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.getDevices(java.lang.Integer,java.lang.Integer,java.lang.Long)
21:07:52.906 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/searchDevice]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.searchDevice(java.lang.Integer,java.lang.Integer,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.906 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/deleteDevice]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.delete_Device(java.lang.Long,java.lang.Long)
21:07:52.906 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/modifyDevice]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.modify_Device(java.lang.Long,java.lang.Long,java.lang.String)
21:07:52.906 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/addDevice]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.add_Device(java.lang.Long,java.lang.Long,java.lang.String)
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/getContractList]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.getContractList(java.lang.Integer,java.lang.Integer)
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/searchContract]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.searchContract(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/deleteContract]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.delete_Contract(java.lang.Long)
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/addContract]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.add_Contract(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/modifyContract]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.modify_Contract(java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.907 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/completeContractInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.completeContractInfo(java.lang.String)
21:07:52.908 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/downloadDeviceCode]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.downloadDeviceCode(java.lang.String,javax.servlet.http.HttpServletResponse)
21:07:52.908 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/contract/completeProductInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.ContractController.completeProductInfo(java.lang.String)
21:07:52.908 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/home/getInspectionInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.HomeController.getInspectionInfo(java.lang.Integer,java.lang.Integer,java.lang.String) throws java.lang.Exception
21:07:52.909 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/home/getRepairNotice]}" onto public com.example.demo.util.Result com.example.demo.controller.HomeController.getRepairNotice(java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.909 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/home/getExpireContract]}" onto public com.example.demo.util.Result com.example.demo.controller.HomeController.getExpireContract(java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.910 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/getMaintenanceList]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.getMaintenanceList(java.lang.Integer,java.lang.Integer,java.lang.Long)
21:07:52.910 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/searchMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.searchMaintenance(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,java.lang.String,java.lang.String)
21:07:52.911 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/deleteMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.delete_Maintenance(java.lang.Long)
21:07:52.911 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/addMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.add_Maintenance(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.913 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/modifyMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.modify_Maintenance(java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.913 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/cancelMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.cancelMaintenance(java.lang.Long) throws java.lang.Exception
21:07:52.913 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/reHandleMaintenance]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.reHandleMaintenance(java.lang.Long) throws java.lang.Exception
21:07:52.914 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/getMaintenanceDeviceTable]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.getMaintenanceDeviceTable(java.lang.Long)
21:07:52.914 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/addMaintenanceTable]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.add_MaintenanceTable(java.lang.Long,java.lang.Long,java.lang.String)
21:07:52.916 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/getMaintenanceResult]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.getMaintenanceResult(java.lang.Long,java.lang.Long)
21:07:52.917 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/addMaintenanceResult]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.add_MaintenanceResult(java.lang.Long,java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.918 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/completeHandle]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.completeHandle(java.lang.Long)
21:07:52.919 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/service/maintenance/completeDeviceInfo]}" onto public com.example.demo.util.Result com.example.demo.controller.MaintenanceController.completeDeviceInfo(java.lang.Long,java.lang.String)
21:07:52.921 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/statistics/product/getProductList]}" onto public com.example.demo.util.Result com.example.demo.controller.ProductController.getProductList(java.lang.Integer,java.lang.Integer) throws java.lang.Exception
21:07:52.922 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/statistics/product/searchProduct]}" onto public com.example.demo.util.Result com.example.demo.controller.ProductController.searchProduct(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.923 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/statistics/product/addProduct]}" onto public com.example.demo.util.Result com.example.demo.controller.ProductController.add_Product(java.lang.String,java.lang.String,java.lang.String,java.lang.String) throws java.lang.Exception
21:07:52.924 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/statistics/product/deleteProduct]}" onto public com.example.demo.util.Result com.example.demo.controller.ProductController.delete_Product(java.lang.Long)
21:07:52.924 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/web/statistics/product/modifyProduct]}" onto public com.example.demo.util.Result com.example.demo.controller.ProductController.modify_Product(java.lang.Long,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
21:07:52.932 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
21:07:52.933 sms [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
21:07:52.996 sms [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
21:07:52.996 sms [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/static/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
21:07:53.027 sms [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in exceptionController
21:07:53.168 sms [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
21:07:53.476 sms [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
21:07:53.478 sms [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'statFilter' has been autodetected for JMX exposure
21:07:53.478 sms [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
21:07:53.485 sms [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.spring.boot.autoconfigure:name=dataSource,type=DruidDataSourceWrapper]
21:07:53.486 sms [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter]
21:07:53.492 sms [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
21:07:53.492 sms [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
21:07:53.492 sms [main] INFO  org.quartz.core.QuartzScheduler - Scheduler schedulerFactoryBean_$_NON_CLUSTERED started.
21:07:53.499 sms [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
21:07:53.527 sms [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
21:07:53.545 sms [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
21:07:53.549 sms [main] INFO  com.example.demo.DemoApplication - Started DemoApplication in 12.697 seconds (JVM running for 13.623)
21:08:46.167 sms [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
21:08:46.169 sms [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
21:08:46.226 sms [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 57 ms
21:08:46.803 sms [http-nio-8080-exec-1] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
